"IncidentDate","OccurredFromTime","IncidentNum","Offense","NIBRS","NIBRSCategory","SRS_UCR","CrimeAgainst","FelMisdCit","IncidentTopSRS_UCR","IncidentLocation","IntersectionOtherLoc","District","Neighborhood","NbhdNum","Latitude","Longitude","IncidentSupplemented","LastSuppDate","VictimNum","FirearmUsed","IncidentNature"
"2/23/2021 12:00:00 AM","21:10:00","21007867    ","ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM","13A","Aggravated Assault","04","Person","F","04","CLARENDON AVE","KENSINGTON AVE","5","Academy","51","38.658235","-90.269657","Yes","1/7/2026 12:05:20 PM","598672","Yes","Aggravated Assault - Shooting - Criminal"
"1/30/2021 12:00:00 AM","00:01:00","21009152    ","STATUTORY RAPE OR ATTEMPTED STATUTORY RAPE - 1ST DEGREE - PERSON LESS THAN 14 YOA","36B","Statutory Rape","","Person","F","","920 S TAYLOR AVE","","5","Central West End","38","38.641003","-90.2562","Yes","1/30/2026 10:32:38 AM","605987","No","Sex Offenses - Criminal"
"3/22/2021 12:00:00 AM","09:30:00","21011562    ","DOMESTIC ASSAULT - 2ND DEGREE","13A","Aggravated Assault","04","Person","F","04","7867 TENNESSEE PL","","1","Carondelet","1","38.551575","-90.269138","Yes","1/27/2026 2:46:36 PM","605148","No","Aggravated Assault - Shooting - Criminal"
"3/22/2021 12:00:00 AM","09:30:00","21011562    ","DOMESTIC ASSAULT 1ST DEGREE - 1ST OFFENSE","13A","Aggravated Assault","04","Person","F","04","7867 TENNESSEE PL","","1","Carondelet","1","38.551575","-90.269138","Yes","1/27/2026 2:46:36 PM","605148","Yes","Aggravated Assault - Shooting - Criminal"
"3/22/2021 12:00:00 AM","09:30:00","21011562    ","UNLAWFUL USE OF WEAPON - SUBSECTION 4 - EXHIBITING","520","Weapons Law Violations","","Society","F","04","7867 TENNESSEE PL","","1","Carondelet","1","38.551575","-90.269138","Yes","1/27/2026 2:46:36 PM","","Yes","Aggravated Assault - Shooting - Criminal"
"3/22/2021 12:00:00 AM","09:30:00","21011562    ","ARMED CRIMINAL ACTION","90Z","All Other Offenses","","Unspecified","F","04","7867 TENNESSEE PL","","1","Carondelet","1","38.551575","-90.269138","Yes","1/27/2026 2:46:36 PM","","No","Aggravated Assault - Shooting - Criminal"
"3/27/2021 12:00:00 AM","22:00:00","21012379    ","STEALING - FIREARM/EXPLOSIVE WEAPON/AMMONIUM NITRATE","23F","Theft From Motor Vehicle","06","Property","F","06","4229 MANCHESTER AVE","","2","Forest Park Southeast","39","38.627336","-90.25547","Yes","1/7/2026 12:05:21 PM","","No","Stolen Property - Criminal"
"3/27/2021 12:00:00 AM","22:00:00","21012379    ","PROPERTY DAMAGE - 1ST DEGREE - DAMAGE TO MOTOR VEHICLE WITH INTENT TO STEAL","290","Destruction/Damage/Vandalism of Property","","Property","F","06","4229 MANCHESTER AVE","","2","Forest Park Southeast","39","38.627336","-90.25547","Yes","1/7/2026 12:05:21 PM","","No","Stolen Property - Criminal"
"4/10/2021 12:00:00 AM","20:30:00","21014525    ","ENDANGERING THE WELFARE OF A CHILD - 1ST DEGREE - SERIOUS PHYSICAL INJURY - NO SEXUAL CONDUCT","90F","Family Offenses, Nonviolent","","Society","F","","1106 N 20TH ST","","4","Carr Square","61","38.63904","-90.20548","Yes","1/30/2026 2:30:10 PM","","No","Offenses - All Other - Criminal"
"4/13/2021 12:00:00 AM","16:30:00","21015004    ","STEALING - MOTOR VEHICLE/WATERCRAFT/AIRCRAFT","240","Motor Vehicle Theft","07","Property","F","07","2321 RUSSELL BLVD","","3","McKinley Heights","23","38.611096","-90.220603","Yes","1/12/2026 1:35:29 AM","","No","Motor Vehicle Theft - Criminal"
"4/18/2021 12:00:00 AM","00:15:00","21015663    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","4413 SEXAUER AVE","","6","Penrose","69","38.681371","-90.23879","Yes","1/28/2026 6:05:05 PM","605480","Yes","Aggravated Assault - Shooting - Criminal"
"4/18/2021 12:00:00 AM","00:15:00","21015663    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","4413 SEXAUER AVE","","6","Penrose","69","38.681371","-90.23879","Yes","1/28/2026 6:05:05 PM","605481","Yes","Aggravated Assault - Shooting - Criminal"
"5/4/2021 12:00:00 AM","13:10:00","21018284    ","TAMPERING WITH MOTOR VEHICLE - 1ST DEGREE","280","Stolen Property Offenses","","Property","F","","5100 N. KINGSHIGHWAY","","5","Central West End","38","38.687561","-90.242739","Yes","1/28/2026 2:41:00 PM","","No","Offenses - All Other - Criminal"
"5/4/2021 12:00:00 AM","13:10:00","21018284    ","POSSESSION OF CONTROLLED SUBSTANCE EXCEPT 35 GRAMS OR LESS OF MARIJUANA/SYNTHETIC CANNABINOID","35A","Drug/Narcotic Violations","","Society","F","","5100 N. KINGSHIGHWAY","","5","Central West End","38","38.687561","-90.242739","Yes","1/28/2026 2:41:00 PM","","No","Offenses - All Other - Criminal"
"5/4/2021 12:00:00 AM","13:10:00","21018284    ","UNLAWFUL USE OF WEAPON - SUBSECTION 11 - POSSESS WEAPON AND A FELONY CONTROLLED SUBSTANCE","520","Weapons Law Violations","","Society","F","","5100 N. KINGSHIGHWAY","","5","Central West End","38","38.687561","-90.242739","Yes","1/28/2026 2:41:00 PM","","Yes","Offenses - All Other - Criminal"
"5/4/2021 12:00:00 AM","13:10:00","21018284    ","UNLAWFUL POSSESSION OF A FIREARM","520","Weapons Law Violations","","Society","F","","5100 N. KINGSHIGHWAY","","5","Central West End","38","38.687561","-90.242739","Yes","1/28/2026 2:41:00 PM","","Yes","Offenses - All Other - Criminal"
"5/4/2021 12:00:00 AM","13:10:00","21018284    ","RESISTING ARREST/DETENTION/STOP BY FLEEING - CREATING A SUBSTANTIAL RISK OF SERIOUS INJURY/DEATH TO ANY PERSON","90Z","All Other Offenses","","Unspecified","F","","5100 N. KINGSHIGHWAY","","5","Central West End","38","38.687561","-90.242739","Yes","1/28/2026 2:41:00 PM","","No","Offenses - All Other - Criminal"
"5/21/2021 12:00:00 AM","15:00:00","21021261    ","MISCELLANEOUS WEAPON VIOLATION","520","Weapons Law Violations","","Society","C","","4307 PRAIRIE AVE","","6","Fairground","67","38.670277","-90.21573","Yes","1/17/2026 12:05:05 AM","","No","Offenses - All Other - Criminal"
"6/10/2021 12:00:00 AM","00:54:00","21024561    ","ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM","13A","Aggravated Assault","04","Person","F","04","6181 SHERRY","","6","Walnut Park West","76","38.703035","-90.262153","Yes","1/23/2026 12:06:56 PM","604301","Yes","Aggravated Assault - Shooting - Criminal"
"6/10/2021 12:00:00 AM","00:54:00","21024561    ","ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM","13A","Aggravated Assault","04","Person","F","04","6181 SHERRY","","6","Walnut Park West","76","38.703035","-90.262153","Yes","1/23/2026 12:06:56 PM","604300","Yes","Aggravated Assault - Shooting - Criminal"
"6/10/2021 12:00:00 AM","00:54:00","21024561    ","PROPERTY DAMAGE 1ST DEGREE","290","Destruction/Damage/Vandalism of Property","","Property","F","04","6181 SHERRY","","6","Walnut Park West","76","38.703035","-90.262153","Yes","1/23/2026 12:06:56 PM","","Yes","Aggravated Assault - Shooting - Criminal"
"6/10/2021 12:00:00 AM","00:54:00","21024561    ","ARMED CRIMINAL ACTION","90Z","All Other Offenses","","Unspecified","F","04","6181 SHERRY","","6","Walnut Park West","76","38.703035","-90.262153","Yes","1/23/2026 12:06:56 PM","","No","Aggravated Assault - Shooting - Criminal"
"7/28/2021 12:00:00 AM","02:06:00","21032942    ","MISCELLANEOUS WEAPON VIOLATION","520","Weapons Law Violations","","Society","C","","4821 ASHLAND AVE","","6","Kingsway East","55","38.672368","-90.24894","Yes","1/22/2026 6:06:26 PM","","Yes","Weapon Law Violation - Criminal"
"7/5/2021 12:00:00 AM","14:45:00","21034034    ","STEALING","23H","All Other Larceny","06","Property","F","06","1641 S KINGSHIGHWAY BLVD","","2","The Hill","12","38.619612","-90.26723","Yes","1/28/2026 10:07:24 AM","","No","Larceny - Criminal"
"8/26/2021 12:00:00 AM","13:40:00","21038082    ","TAMPERING WITH MOTOR VEHICLE - 1ST DEGREE","280","Stolen Property Offenses","","Property","F","","300 N 4TH ST","","4","Downtown","35","38.628159","-90.186982","Yes","1/29/2026 2:48:00 PM","","No","Stolen Property - Criminal"
"9/10/2021 12:00:00 AM","23:47:00","21040857    ","ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM","13A","Aggravated Assault","04","Person","F","04","120 E CATALAN ST","","1","Patch","2","38.539643","-90.265514","Yes","1/7/2026 12:05:21 PM","598674","Yes","Aggravated Assault - Shooting - Criminal"
"9/10/2021 12:00:00 AM","23:47:00","21040857    ","ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM","13A","Aggravated Assault","04","Person","F","04","120 E CATALAN ST","","1","Patch","2","38.539643","-90.265514","Yes","1/7/2026 12:05:21 PM","598675","Yes","Aggravated Assault - Shooting - Criminal"
"9/10/2021 12:00:00 AM","23:47:00","21040857    ","ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM","13A","Aggravated Assault","04","Person","F","04","120 E CATALAN ST","","1","Patch","2","38.539643","-90.265514","Yes","1/7/2026 12:05:21 PM","598677","Yes","Aggravated Assault - Shooting - Criminal"
"9/10/2021 12:00:00 AM","23:47:00","21040857    ","ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM","13A","Aggravated Assault","04","Person","F","04","120 E CATALAN ST","","1","Patch","2","38.539643","-90.265514","Yes","1/7/2026 12:05:21 PM","598676","Yes","Aggravated Assault - Shooting - Criminal"
"9/10/2021 12:00:00 AM","23:47:00","21040857    ","PROPERTY DAMAGE 1ST DEGREE","290","Destruction/Damage/Vandalism of Property","","Property","F","04","120 E CATALAN ST","","1","Patch","2","38.539643","-90.265514","Yes","1/7/2026 12:05:21 PM","","Yes","Aggravated Assault - Shooting - Criminal"
"9/17/2021 12:00:00 AM","01:47:00","21041891    ","MURDER 1ST DEGREE","09A","Murder and Nonnegligent Manslaughter","01","Person","F","01","2907 KOSSUTH AVE","","4","Fairground","67","38.663364","-90.2104","Yes","1/21/2026 12:05:24 AM","603252","Yes","Homicide - Criminal"
"9/17/2021 12:00:00 AM","01:47:00","21041891    ","MURDER 1ST DEGREE","09A","Murder and Nonnegligent Manslaughter","01","Person","F","01","2907 KOSSUTH AVE","","4","Fairground","67","38.663364","-90.2104","Yes","1/21/2026 12:05:24 AM","603251","Yes","Homicide - Criminal"
"9/17/2021 12:00:00 AM","01:47:00","21041891    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","01","2907 KOSSUTH AVE","","4","Fairground","67","38.663364","-90.2104","Yes","1/21/2026 12:05:24 AM","603253","Yes","Homicide - Criminal"
"10/7/2021 12:00:00 AM","22:45:00","21045645    ","POSSESSION OF CONTROLLED SUBSTANCE EXCEPT 35 GRAMS OR LESS OF MARIJUANA/SYNTHETIC CANNABINOID","35A","Drug/Narcotic Violations","","Society","F","","5303 COLLEGE AVE","","0","NA (Outside City)","G-88","38.709168","-90.274519","Yes","1/24/2026 1:38:15 PM","","No","Global Nature Code - Criminal"
"10/7/2021 12:00:00 AM","22:45:00","21045645    ","POSSESS MARIJUANA","35A","Drug/Narcotic Violations","","Society","C","","5303 COLLEGE AVE","","0","NA (Outside City)","G-88","38.709168","-90.274519","Yes","1/24/2026 1:38:15 PM","","No","Global Nature Code - Criminal"
"10/7/2021 12:00:00 AM","22:45:00","21045645    ","UNLAWFUL POSSESSION OF DRUG PARAPHERNALIA","35B","Drug Equipment Violations","","Society","M","","5303 COLLEGE AVE","","0","NA (Outside City)","G-88","38.709168","-90.274519","Yes","1/24/2026 1:38:15 PM","","No","Global Nature Code - Criminal"
"10/7/2021 12:00:00 AM","22:45:00","21045645    ","UNLAWFUL USE OF WEAPON - SUBSECTION 11 - POSSESS WEAPON AND A FELONY CONTROLLED SUBSTANCE","520","Weapons Law Violations","","Society","F","","5303 COLLEGE AVE","","0","NA (Outside City)","G-88","38.709168","-90.274519","Yes","1/24/2026 1:38:15 PM","","Yes","Global Nature Code - Criminal"
"10/7/2021 12:00:00 AM","22:45:00","21045645    ","UNLAWFUL POSSESSION OF A FIREARM","520","Weapons Law Violations","","Society","F","","5303 COLLEGE AVE","","0","NA (Outside City)","G-88","38.709168","-90.274519","Yes","1/24/2026 1:38:15 PM","","Yes","Global Nature Code - Criminal"
"10/7/2021 12:00:00 AM","22:45:00","21045645    ","RESISTING ARREST/DETENTION/STOP BY FLEEING - CREATING A SUBSTANTIAL RISK OF SERIOUS INJURY/DEATH TO ANY PERSON","90Z","All Other Offenses","","Unspecified","F","","5303 COLLEGE AVE","","0","NA (Outside City)","G-88","38.709168","-90.274519","Yes","1/24/2026 1:38:15 PM","","No","Global Nature Code - Criminal"
"10/12/2021 12:00:00 AM","07:40:00","21046402    ","TAMPERING WITH MOTOR VEHICLE - 1ST DEGREE","280","Stolen Property Offenses","","Property","F","","8415 MINNESOTA","","1","Patch","2","38.542774","-90.266893","Yes","1/29/2026 2:56:00 PM","","No","Stolen Property - Criminal"
"10/12/2021 12:00:00 AM","07:40:00","21046402    ","TAMPERING WITH MOTOR VEHICLE 2ND DEGREE","90Z","All Other Offenses","","Unspecified","M","","8415 MINNESOTA","","1","Patch","2","38.542774","-90.266893","Yes","1/29/2026 2:56:00 PM","","No","Stolen Property - Criminal"
"10/12/2021 12:00:00 AM","07:40:00","21046402    ","RESISTING ARREST/DETENTION/STOP BY FLEEING - CREATING A SUBSTANTIAL RISK OF SERIOUS INJURY/DEATH TO ANY PERSON","90Z","All Other Offenses","","Unspecified","F","","8415 MINNESOTA","","1","Patch","2","38.542774","-90.266893","Yes","1/29/2026 2:56:00 PM","","No","Stolen Property - Criminal"
"10/12/2021 12:00:00 AM","14:15:00","21046545    ","STEALING - MOTOR VEHICLE/WATERCRAFT/AIRCRAFT","240","Motor Vehicle Theft","07","Property","F","07","6600 MITCHELL AVE","","2","Franz Park","43","38.621812","-90.299299","Yes","1/9/2026 12:56:01 AM","","No","Motor Vehicle Theft - Criminal"
"10/24/2021 12:00:00 AM","15:00:00","21048466    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","3211 GREER AVE","","4","JeffVanderLou","59","38.657052","-90.2176","Yes","1/13/2026 12:06:11 PM","600706","Yes","Aggravated Assault - Shooting - Criminal"
"10/24/2021 12:00:00 AM","15:00:00","21048466    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","3211 GREER AVE","","4","JeffVanderLou","59","38.657052","-90.2176","Yes","1/13/2026 12:06:11 PM","600705","Yes","Aggravated Assault - Shooting - Criminal"
"11/5/2021 12:00:00 AM","07:08:00","21050436    ","STEALING - MOTOR VEHICLE/WATERCRAFT/AIRCRAFT","240","Motor Vehicle Theft","07","Property","F","07","7329 S GRAND AVE","","1","Boulevard Heights","4","38.555496","-90.26547","Yes","1/8/2026 1:21:53 PM","","No","Motor Vehicle Theft - Criminal"
"11/15/2021 12:00:00 AM","19:38:00","21052284    ","MISCELLANEOUS WEAPON VIOLATION","520","Weapons Law Violations","","Society","C","","1601 OFALLON ST","","4","Carr Square","61","38.640686","-90.20166","Yes","1/21/2026 12:05:27 AM","","Yes","Weapon Law Violation - Criminal"
"11/30/2021 12:00:00 AM","11:00:00","21054561    ","DOMESTIC ASSAULT - 2ND DEGREE","13A","Aggravated Assault","04","Person","F","04","5475 CABANNE AVE","","5","Visitation Park","49","38.658448","-90.2779","Yes","1/28/2026 4:28:00 PM","605461","Yes","Aggravated Assault - Other Weapon - Criminal"
"11/30/2021 12:00:00 AM","11:00:00","21054561    ","DOMESTIC ASSAULT - 3RD DEGREE","13A","Aggravated Assault","04","Person","F","04","5475 CABANNE AVE","","5","Visitation Park","49","38.658448","-90.2779","Yes","1/28/2026 4:28:00 PM","605461","No","Aggravated Assault - Other Weapon - Criminal"
"11/30/2021 12:00:00 AM","11:00:00","21054561    ","PROPERTY DAMAGE - 2ND DEGREE","290","Destruction/Damage/Vandalism of Property","","Property","M","04","5475 CABANNE AVE","","5","Visitation Park","49","38.658448","-90.2779","Yes","1/28/2026 4:28:00 PM","","No","Aggravated Assault - Other Weapon - Criminal"
"11/30/2021 12:00:00 AM","11:00:00","21054561    ","UNLAWFUL USE OF WEAPON - SUBSECTION 4 - EXHIBITING","520","Weapons Law Violations","","Society","F","04","5475 CABANNE AVE","","5","Visitation Park","49","38.658448","-90.2779","Yes","1/28/2026 4:28:00 PM","","Yes","Aggravated Assault - Other Weapon - Criminal"
"12/3/2021 12:00:00 AM","21:20:00","21055136    ","ROBBERY - 1ST DEGREE","120","Robbery","03","Property","F","03","3729 HYDRAULIC AVE","","2","Tower Grove South","15","38.589526","-90.25088","Yes","1/3/2026 12:05:13 AM","","Yes","Carjacking - Criminal"
"12/3/2021 12:00:00 AM","21:20:00","21055136    ","PROPERTY DAMAGE 1ST DEGREE","290","Destruction/Damage/Vandalism of Property","","Property","F","03","3729 HYDRAULIC AVE","","2","Tower Grove South","15","38.589526","-90.25088","Yes","1/3/2026 12:05:13 AM","","Yes","Carjacking - Criminal"
"12/4/2021 12:00:00 AM","20:30:00","21055314    ","STEALING - MOTOR VEHICLE/WATERCRAFT/AIRCRAFT","240","Motor Vehicle Theft","07","Property","F","07","2111 SULPHUR AVE","","2","Clifton Heights","11","38.617458","-90.288775","Yes","1/22/2026 3:41:10 PM","","No","Motor Vehicle Theft - Criminal"
"12/10/2021 12:00:00 AM","11:00:00","21056177    ","MURDER 1ST DEGREE","09A","Murder and Nonnegligent Manslaughter","01","Person","F","01","2622 RUTGER ST","","3","The Gate District","31","38.61982","-90.220611","Yes","1/29/2026 6:05:56 PM","605789","No","Offenses - All Other - Criminal"
"12/15/2021 12:00:00 AM","00:00:00","21057672    ","MURDER 1ST DEGREE","09A","Murder and Nonnegligent Manslaughter","01","Person","F","01","4267 RED BUD AVE","","6","OFallon","68","38.674998","-90.22698","Yes","1/20/2026 12:05:31 AM","602759","Yes","Homicide - Criminal"
"12/22/2021 12:00:00 AM","17:00:00","21058037    ","RESISTING ARREST/DETENTION/STOP BY FLEEING - CREATING A SUBSTANTIAL RISK OF SERIOUS INJURY/DEATH TO ANY PERSON","90Z","All Other Offenses","","Unspecified","F","","4729 S SPRING AVE","","1","Dutchtown","16","38.576753","-90.25501","Yes","1/29/2026 3:02:00 PM","","No","Offenses - All Other - Criminal"
"1/2/2022 12:00:00 AM","18:00:00","22000452    ","STEALING - MOTOR VEHICLE/WATERCRAFT/AIRCRAFT","240","Motor Vehicle Theft","07","Property","F","07","4140 BOTANICAL AVE","","2","Shaw","27","38.609674","-90.253112","Yes","1/8/2026 2:34:18 PM","","No","Motor Vehicle Theft - Criminal"
